rank	name	kp_rating	imdb_rating	year	url	_utc_timestamp
394	Танцующая в темноте	7.943	8.0	2000	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/646/	2019-12-17 18:48:56
395	Двойная страховка	7.978	8.3	1944	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/364/	2019-12-17 18:48:56
396	Время цыган	7.941	8.3	1988	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/63782/	2019-12-17 18:48:56
397	Моя прекрасная леди	8.06	7.8	1964	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/7666/	2019-12-17 18:48:56
398	Освобождение: Прорыв	8.179	7.2	1969	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/392539/	2019-12-17 18:48:56
399	Белое солнце пустыни	8.03	7.9	1969	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/46066/	2019-12-17 18:48:56
400	Возвращение	7.852	8.0	2003	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/47040/	2019-12-17 18:48:56
401	Интервью с вампиром	7.96	7.6	1994	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/8151/	2019-12-17 18:48:57
402	Остров	7.89	7.9	2006	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/257337/	2019-12-17 18:48:57
403	Богемская рапсодия	7.959	8.0	2018	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/568289/	2019-12-17 18:48:57
404	На игле	7.939	8.1	1995	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/515/	2019-12-17 18:48:57
405	Патриот	7.914	7.2	2000	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/781/	2019-12-17 18:48:57
406	Робин Гуд	8.072	7.6	1973	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/17579/	2019-12-17 18:48:57
407	Беглец	7.888	7.8	1993	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/3915/	2019-12-17 18:48:57
408	Дом, в котором я живу	8.056	7.6	1957	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/44270/	2019-12-17 18:48:57
409	Смертельное оружие	7.968	7.6	1987	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/15061/	2019-12-17 18:48:57
410	Большая прогулка	8.096	8.0	1966	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/61815/	2019-12-17 18:48:57
411	Цветок пустыни	7.957	7.4	2009	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/470769/	2019-12-17 18:48:57
412	Освобождение: Огненная дуга	8.176	7.2	1968	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/94296/	2019-12-17 18:48:57
413	История игрушек	7.894	8.3	1995	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/482/	2019-12-17 18:48:57
414	М убийца	7.947	8.3	1931	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/373/	2019-12-17 18:48:57
415	Как приручить дракона 2	7.921	7.8	2014	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/512883/	2019-12-17 18:48:57
416	Одержимость	7.856	7.0	2004	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/23737/	2019-12-17 18:48:57
417	Грязные танцы	8.049	7.0	1987	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/1996/	2019-12-17 18:48:57
418	Охотник на оленей	7.953	8.1	1978	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/428/	2019-12-17 18:48:57
419	Рокко и его братья	8.052	8.3	1960	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/13540/	2019-12-17 18:48:57
420	Бесславные ублюдки	7.884	8.3	2009	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/9691/	2019-12-17 18:48:57
421	Такси	7.891	7.0	1998	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/14349/	2019-12-17 18:48:57
422	Ребекка	7.961	8.1	1940	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/426/	2019-12-17 18:48:57
423	Отверженные	7.901	7.6	2012	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/566055/	2019-12-17 18:48:57
424	Фрида	7.911	7.4	2002	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/676/	2019-12-17 18:48:57
425	Я шагаю по Москве	7.997	7.9	1963	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/42398/	2019-12-17 18:48:57
426	Игра по чужим правилам	7.866	7.2	2006	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/77423/	2019-12-17 18:48:57
427	Джон Ф. Кеннеди: Выстрелы в Далласе	7.873	8.0	1991	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/1107/	2019-12-17 18:48:57
428	Белорусский вокзал	8.064	7.9	1971	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/46063/	2019-12-17 18:48:57
429	Мост Ватерлоо	8.043	7.8	1940	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/16759/	2019-12-17 18:48:57
430	Война и мир	8.077	8.3	1965	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/38898/	2019-12-17 18:48:57
431	Город грехов	7.849	8.0	2005	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/77443/	2019-12-17 18:48:57
432	Помни	7.869	8.4	2000	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/335/	2019-12-17 18:48:57
433	Девушка на мосту	7.863	7.6	1999	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/47397/	2019-12-17 18:48:57
434	Освобождение: Направление главного удара	8.115	7.7	1970	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/46318/	2019-12-17 18:48:57
435	Город героев	7.926	7.8	2014	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/693126/	2019-12-17 18:48:57
436	Олдбой	8.099	8.4	2003	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/75871/	2019-12-17 18:48:57
437	Таинственная река	7.796	7.9	2003	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/3730/	2019-12-17 18:48:57
438	Осенний марафон	7.999	7.9	1979	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/42799/	2019-12-17 18:48:57
439	Великий Гэтсби	7.939	7.3	2013	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/463724/	2019-12-17 18:48:57
440	На войне как на войне	8.223	7.9	1968	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/46285/	2019-12-17 18:48:57
441	Жить	8.136	8.3	1952	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/64131/	2019-12-17 18:48:57
442	В лес, где мерцают светлячки	8.246	7.9	2011	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/635553/	2019-12-17 18:48:57
443	Области тьмы	7.981	7.4	2011	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/462606/	2019-12-17 18:48:57
444	В поисках Немо	7.867	8.1	2003	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/7908/	2019-12-17 18:48:57
445	Зеркало	8.07	8.1	1974	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/45275/	2019-12-17 18:48:57
446	Небо над Берлином	7.932	8.0	1987	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/8403/	2019-12-17 18:48:57
447	Гарри Поттер и Тайная комната	8.032	7.4	2002	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/688/	2019-12-17 18:48:57
448	Невозможное	7.901	7.6	2012	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/518037/	2019-12-17 18:48:57
449	Сладкая жизнь	8.01	8.0	1960	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/7722/	2019-12-17 18:48:57
450	Остров собак	8.095	7.9	2018	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/939785/	2019-12-17 18:48:57
451	Перед рассветом	7.93	8.1	1995	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/18368/	2019-12-17 18:48:57
452	Тихий Дон	8.132	7.8	1957	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/42248/	2019-12-17 18:48:57
453	Терминатор	7.972	8.0	1984	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/507/	2019-12-17 18:48:57
454	Перл-Харбор	7.92	6.2	2001	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/1957/	2019-12-17 18:48:57
455	Что гложет Гилберта Грейпа?	7.934	7.8	1993	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/4466/	2019-12-17 18:48:57
456	Варвара-краса, длинная коса	8.06	7.3	1970	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/45665/	2019-12-17 18:48:57
457	Мачеха	8.093	7.2	1973	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/46494/	2019-12-17 18:48:57
458	Бэтмен: Начало	7.906	8.2	2005	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/47237/	2019-12-17 18:48:57
459	Три плюс два	8.028	7.4	1963	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/46792/	2019-12-17 18:48:57
460	Жизнь как чудо	7.887	7.6	2004	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/48555/	2019-12-17 18:48:57
461	Звуки музыки	8.053	8.0	1965	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/7665/	2019-12-17 18:48:57
462	Афоня	8.03	7.9	1975	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/43423/	2019-12-17 18:48:57
463	Волшебная страна	7.879	7.7	2004	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/4511/	2019-12-17 18:48:57
464	Подозрительные лица	7.859	8.5	1995	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/340/	2019-12-17 18:48:57
465	Большой	7.915	7.3	1988	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/4688/	2019-12-17 18:48:57
466	Солярис	8.013	8.1	1972	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/43911/	2019-12-17 18:48:57
467	Триумф	7.842	7.4	2005	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/77795/	2019-12-17 18:48:57
468	Человек-паук: Через вселенные	7.985	8.4	2018	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/920265/	2019-12-17 18:48:57
469	Телохранитель	8.012	8.2	1961	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/445/	2019-12-17 18:48:57
470	Безумный Макс: Дорога ярости	7.813	8.1	2015	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/453406/	2019-12-17 18:48:57
471	Ищите женщину  (ТВ)	8.162	7.9	1982	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/77277/	2019-12-17 18:48:57
472	Король Лир	8.089	8.1	1970	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/44924/	2019-12-17 18:48:57
473	Чёрный лебедь	7.731	8.0	2010	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/278273/	2019-12-17 18:48:57
474	Звёздные войны: Эпизод 1 – Скрытая угроза	7.901	6.5	1999	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/6695/	2019-12-17 18:48:57
475	За бортом	7.992	6.9	1987	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/16115/	2019-12-17 18:48:57
476	Золушка	8.046	7.3	1949	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/8231/	2019-12-17 18:48:57
477	За пригоршню долларов	8.019	8.0	1964	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/8455/	2019-12-17 18:48:57
478	Токийская повесть	8.033	8.2	1953	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/79836/	2019-12-17 18:48:57
479	Непрощенный	7.848	8.2	1992	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/451/	2019-12-17 18:48:57
480	Трамвай «Желание»	8.029	8.0	1951	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/486/	2019-12-17 18:48:57
481	Холодная гора	7.847	7.2	2003	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/1942/	2019-12-17 18:48:57
482	Море внутри	7.814	8.0	2004	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/41830/	2019-12-17 18:48:57
483	Лоуренс Аравийский	8.021	8.3	1962	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/347/	2019-12-17 18:48:57
484	Босоногий Гэн	8.013	8.0	1983	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/252330/	2019-12-17 18:48:57
485	Вторая жизнь Уве	7.879	7.7	2015	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/848894/	2019-12-17 18:48:57
486	Ведьмина служба доставки	8.042	7.9	1989	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/2428/	2019-12-17 18:48:57
487	Класс	7.814	7.9	2007	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/320230/	2019-12-17 18:48:57
488	Война и мир: Андрей Болконский	8.034	8.2	1965	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/45817/	2019-12-17 18:48:57
489	Эквилибриум	7.894	7.4	2002	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/309/	2019-12-17 18:48:57
490	Тренировочный день	7.831	7.7	2001	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/863/	2019-12-17 18:48:57
491	Простая история	7.825	8.0	1999	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/442/	2019-12-17 18:48:57
492	Беглецы	7.941	7.1	1986	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/20897/	2019-12-17 18:48:57
493	В августе 44-го	7.885	7.5	2001	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/41381/	2019-12-17 18:48:57
494	Ушедшие	8.078	8.1	2008	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/391762/	2019-12-17 18:48:57
495	Бег	8.068	7.8	1970	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/46047/	2019-12-17 18:48:57
496	Капернаум	8.139	8.4	2018	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/1118042/	2019-12-17 18:48:57
497	Когда деревья были большими	8.027	7.7	1961	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/44838/	2019-12-17 18:48:57
498	Коты-аристократы	8.08	7.1	1970	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/26656/	2019-12-17 18:48:57
499	Золушка	7.981	7.6	1947	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/45398/	2019-12-17 18:48:57
500	Броненосец «Потемкин»	7.937	8.0	1925	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/481/	2019-12-17 18:48:57
